28403,10000002,10000043,0.54799074161969041
14710,10000002,10000043,0.99803439803441418
33526,10000032,10000002,0.51879579658424269
438,10000042,10000002,0.67073696840981778
438,10000042,10000043,0.6037260039238449
438,10000042,10000030,0.67219183956770712
438,10000042,10000032,0.62365002657104185
33890,10000043,10000002,0.59330754156132726
33890,10000042,10000002,0.71750317138787112
33890,10000032,10000002,0.61272960274939503
30169,10000032,10000002,0.50842243230052209
30036,10000030,10000002,0.54579386092627968
30173,10000042,10000002,0.54219861499499911
19939,10000032,10000002,0.81497352688894931
19939,10000032,10000043,0.78325300511487728
8585,10000043,10000042,0.52649262494083948
8585,10000043,10000030,0.52749244715750976
8585,10000043,10000032,0.53340346577430764
23709,10000002,10000043,0.62191169953130743
32876,10000032,10000002,0.79347124884449205
32876,10000032,10000043,0.82734049302624579
32876,10000032,10000030,0.75880818266772376
16479,10000032,10000002,0.61539672099205545
16479,10000032,10000043,0.63214150854204043
19213,10000032,10000002,0.52806110815317631
11309,10000032,10000043,0.53570736269061336
12805,10000042,10000002,0.66673986853688738
12805,10000042,10000043,0.61767335752177743
12805,10000042,10000032,0.61127939334325376
23033,10000032,10000002,0.53223005145473712
24660,10000030,10000002,0.50939951240766046
18590,10000030,10000002,0.69033490274491538
18590,10000030,10000043,0.63142246736945939
18742,10000043,10000002,0.76092009673567196
20701,10000030,10000042,0.57248649423062214
10244,10000043,10000002,0.56269796168394204
10244,10000043,10000030,0.53691172568340517
10244,10000043,10000032,0.61388423210946186
4435,10000032,10000002,0.5055164746130637
4435,10000032,10000043,0.5157099951829941
2621,10000042,10000002,0.51584555405907684
2621,10000042,10000043,0.5132818540804126
22107,10000030,10000002,0.77382486867105127
22107,10000030,10000043,0.69625019812479061
22107,10000030,10000032,0.62145638387636448
29613,10000030,10000043,0.56754986850559985
4280,10000032,10000002,0.59822215297174219
19211,10000032,10000002,0.73544845833453998
24653,10000042,10000002,0.54275118040952153
28646,10000030,10000002,0.50900955833062722
17621,10000032,10000002,0.62891915553036548
17621,10000032,10000043,0.57241791946369702
17621,10000032,10000042,0.51352745340917105
31608,10000032,10000002,0.50289232245563165
14061,10000030,10000032,0.5169318981905886
11689,10000032,10000002,0.57157305513240886
33450,10000042,10000002,0.51973425352540326
11536,10000030,10000002,0.54772591937865689
15945,10000043,10000002,0.59402062067126904
24490,10000042,10000002,0.5888136685242934
12822,10000030,10000002,0.68033815719061974
12822,10000030,10000043,0.56242169287556731
12822,10000030,10000032,0.51046893500570989
12826,10000030,10000002,0.60557845667269894
12826,10000030,10000032,0.53376416125689097
19285,10000030,10000002,0.54773001664520105
19258,10000032,10000002,0.53491346867380807
7125,10000002,10000032,0.53093096665532358
7125,10000043,10000032,0.51110524474578789
7131,10000002,10000032,0.50122638071398151
33700,10000030,10000002,0.54002324874814622
31532,10000032,10000002,0.55842634846800976
18594,10000032,10000002,0.55113170660928112
19133,10000043,10000002,0.56862255019352681
19952,10000043,10000002,0.59790205579369382
18596,10000043,10000002,0.67526688078419805
18602,10000042,10000002,0.61275982913812332
18602,10000042,10000043,0.55843761012169824
19684,10000042,10000002,0.52474187576581766
19933,10000032,10000002,0.77237455140968125
12816,10000042,10000002,0.63598471731959172
12816,10000042,10000043,0.61017602600840881
14154,10000042,10000002,0.57734770340177244
14154,10000042,10000043,0.51885331436357185
14154,10000042,10000030,0.52060545857134144
20307,10000032,10000002,0.57366676815116868
20307,10000032,10000043,0.61475880793974813
24541,10000030,10000002,0.60257006183917106
24541,10000032,10000002,0.52086341907190015
31298,10000032,10000002,0.57088082913816007
2078,10000042,10000043,0.54503149281428576
1944,10000032,10000043,0.53172001523665247
12199,10000042,10000002,0.61618864508284055
31526,10000043,10000002,0.50010828007745711
31526,10000043,10000032,0.55411490373064298
944,10000002,10000043,0.62560371687803085
24477,10000032,10000002,0.69781565633559883
12484,10000042,10000002,0.6050955316030171
12484,10000042,10000043,0.60634842514703879
12484,10000042,10000030,0.56239524610383573
20171,10000032,10000030,0.51176794221162447
954,10000002,10000032,0.6580927511365039
23097,10000043,10000002,0.5258619991383997
11082,10000043,10000002,0.67879405157064976
11082,10000043,10000032,0.60465194185915982
19739,10000042,10000002,0.53175677700737523
19739,10000042,10000043,0.50972910209642486
24486,10000032,10000002,0.59013679060013913
12614,10000042,10000043,0.50786583176883104
31454,10000002,10000043,0.7644016031503108
12801,10000042,10000002,0.50977519111996072
12801,10000042,10000043,0.50531967442288028
12801,10000042,10000032,0.54392024221881596
12801,10000030,10000002,0.50356957444411488
