12801,10000030,10000032,0.53814685805070617
16391,10000042,10000002,0.52443270553901
16391,10000042,10000043,0.57070948871900606
1964,10000030,10000042,0.51793171375547686
27068,10000032,10000002,0.54499091222201868
27186,10000030,10000043,0.51653315911375997
24537,10000032,10000002,0.59426243781480326
24537,10000032,10000043,0.56837498527124253
20506,10000030,10000002,0.5911261503548273
20506,10000030,10000043,0.60418433103085678
19744,10000002,10000043,0.52695097653752099
18610,10000042,10000002,0.52583156643047069
18610,10000042,10000043,0.51903753368209082
26931,10000042,10000002,0.5472612527894023
3581,10000032,10000002,0.58003151816079423
12220,10000002,10000043,0.61750457139949
22929,10000043,10000002,0.52170152740083386
31963,10000043,10000002,0.50426315967610047
33867,10000030,10000002,0.56305533609498382
33867,10000030,10000043,0.50471409859223304
2863,10000032,10000002,0.58531663480833285
2863,10000032,10000043,0.50302153611657552
31600,10000030,10000002,0.5622571239246007
31288,10000043,10000002,0.58848623893058272
31288,10000032,10000002,0.51834419914467655
1436,10000032,10000002,0.51123486484594272
26058,10000043,10000002,0.65584893146451007
26058,10000043,10000030,0.59761544203797823
26892,10000032,10000002,0.50463758455349106
26892,10000032,10000043,0.52266418689633254
33898,10000002,10000032,0.56335680976254643
33898,10000042,10000043,0.60923201918697534
33898,10000042,10000032,0.71202925828315511
32989,10000032,10000002,0.64515257386719849
32983,10000032,10000002,0.53621230443177892
27580,10000032,10000002,0.60939852224645519
12210,10000043,10000032,0.51079923512869063
4290,10000030,10000002,0.54253541792864857
4290,10000032,10000002,0.75111150639695423
4290,10000032,10000043,0.71334520452803141
4290,10000032,10000042,0.64027580648751403
18803,10000030,10000032,0.55352935931404057
25555,10000043,10000002,0.54064453525146261
31220,10000030,10000002,0.52374129777220868
31990,10000032,10000002,0.66230644134536631
31990,10000032,10000043,0.59787298252346244
31990,10000032,10000042,0.60341492344331149
31990,10000032,10000030,0.57913141075326768
24632,10000042,10000002,0.54327680318423088
24632,10000042,10000043,0.52173067119215633
31712,10000030,10000002,0.60453411841252613
15719,10000002,10000030,0.87537090852339361
15719,10000043,10000030,0.85901267377030843
4833,10000032,10000002,0.6040689203366465
33101,10000032,10000002,0.69329444777220028
33101,10000032,10000043,0.65517212078599796
2352,10000030,10000002,0.96376313875937292
2352,10000030,10000043,0.96717968457195136
33332,10000043,10000002,0.60952699330780291
33332,10000043,10000030,0.55686829615201661
33332,10000043,10000032,0.52328557007285048
4282,10000032,10000002,0.5897340750577551
19107,10000042,10000002,0.67555487080954102
19107,10000042,10000043,0.6924797282411681
19107,10000042,10000032,0.50751278153947488
16689,10000030,10000043,0.5422038423400537
17204,10000043,10000002,0.5089035937868901
24527,10000030,10000002,0.58899089292725959
24527,10000030,10000043,0.59729957085083774
31121,10000030,1000
